MatchID,Season,MatchWeek,Date,Time,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,HalfTimeHomeTeamGoals,HalfTimeAwayTeamGoals,HalfTimeResult,Referee,HomeTeamShots,AwayTeamShots,HomeTeamShotsOnTarget,AwayTeamShotsOnTarget,HomeTeamCorners,AwayTeamCorners,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamRedCards,B365HomeTeam,B365Draw,B365AwayTeam,B365Over2.5Goals,B365Under2.5Goals,MarketMaxHomeTeam,MarketMaxDraw,MarketMaxAwayTeam,MarketAvgHomeTeam,MarketAvgDraw,MarketAvgAwayTeam,MarketMaxOver2.5Goals,MarketMaxUnder2.5Goals,MarketAvgOver2.5Goals,MarketAvgUnder2.5Goals,HomeTeamPoints,AwayTeamPoints
1993-1994_Arsenal_Coventry,1993-1994,1,14/08/1993,,Arsenal,Coventry,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Aston Villa_QPR,1993-1994,1,14/08/1993,,Aston Villa,QPR,4,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Chelsea_Blackburn,1993-1994,1,14/08/1993,,Chelsea,Blackburn,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Liverpool_Sheffield Weds,1993-1994,1,14/08/1993,,Liverpool,Sheffield Weds,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man City_Leeds,1993-1994,1,14/08/1993,,Man City,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Newcastle_Tottenham,1993-1994,1,14/08/1993,,Newcastle,Tottenham,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Oldham_Ipswich,1993-1994,1,14/08/1993,,Oldham,Ipswich,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Sheffield United_Swindon,1993-1994,1,14/08/1993,,Sheffield United,Swindon,3,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Southampton_Everton,1993-1994,1,14/08/1993,,Southampton,Everton,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_West Ham_Wimbledon,1993-1994,1,14/08/1993,,West Ham,Wimbledon,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Norwich_Man United,1993-1994,1,15/08/1993,,Norwich,Man United,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Tottenham_Arsenal,1993-1994,1,16/08/1993,,Tottenham,Arsenal,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Everton_Man City,1993-1994,1,17/08/1993,,Everton,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Ipswich_Southampton,1993-1994,1,17/08/1993,,Ipswich,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Leeds_West Ham,1993-1994,1,17/08/1993,,Leeds,West Ham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Wimbledon_Chelsea,1993-1994,1,17/08/1993,,Wimbledon,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Blackburn_Norwich,1993-1994,1,18/08/1993,,Blackburn,Norwich,2,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Coventry_Newcastle,1993-1994,1,18/08/1993,,Coventry,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man United_Sheffield United,1993-1994,1,18/08/1993,,Man United,Sheffield United,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_QPR_Liverpool,1993-1994,1,18/08/1993,,QPR,Liverpool,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Sheffield Weds_Aston Villa,1993-1994,1,18/08/1993,,Sheffield Weds,Aston Villa,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Swindon_Oldham,1993-1994,1,18/08/1993,,Swindon,Oldham,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Blackburn_Oldham,1993-1994,2,21/08/1993,,Blackburn,Oldham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Coventry_West Ham,1993-1994,2,21/08/1993,,Coventry,West Ham,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Everton_Sheffield United,1993-1994,2,21/08/1993,,Everton,Sheffield United,4,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Ipswich_Chelsea,1993-1994,2,21/08/1993,,Ipswich,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Leeds_Norwich,1993-1994,2,21/08/1993,,Leeds,Norwich,0,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Man United_Newcastle,1993-1994,2,21/08/1993,,Man United,Newcastle,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_QPR_Southampton,1993-1994,2,21/08/1993,,QPR,Southampton,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Sheffield Weds_Arsenal,1993-1994,2,21/08/1993,,Sheffield Weds,Arsenal,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Tottenham_Man City,1993-1994,2,21/08/1993,,Tottenham,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Wimbledon_Aston Villa,1993-1994,2,21/08/1993,,Wimbledon,Aston Villa,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Swindon_Liverpool,1993-1994,2,22/08/1993,,Swindon,Liverpool,0,5,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Aston Villa_Man United,1993-1994,2,23/08/1993,,Aston Villa,Man United,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Arsenal_Leeds,1993-1994,2,24/08/1993,,Arsenal,Leeds,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man City_Blackburn,1993-1994,2,24/08/1993,,Man City,Blackburn,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Oldham_Coventry,1993-1994,2,24/08/1993,,Oldham,Coventry,3,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Sheffield United_Wimbledon,1993-1994,2,24/08/1993,,Sheffield United,Wimbledon,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Chelsea_QPR,1993-1994,2,25/08/1993,,Chelsea,QPR,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Liverpool_Tottenham,1993-1994,2,25/08/1993,,Liverpool,Tottenham,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Newcastle_Everton,1993-1994,2,25/08/1993,,Newcastle,Everton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Norwich_Ipswich,1993-1994,2,25/08/1993,,Norwich,Ipswich,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Southampton_Swindon,1993-1994,2,25/08/1993,,Southampton,Swindon,5,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_West Ham_Sheffield Weds,1993-1994,2,25/08/1993,,West Ham,Sheffield Weds,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man City_Coventry,1993-1994,3,27/08/1993,,Man City,Coventry,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Arsenal_Everton,1993-1994,3,28/08/1993,,Arsenal,Everton,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Aston Villa_Tottenham,1993-1994,3,28/08/1993,,Aston Villa,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Chelsea_Sheffield Weds,1993-1994,3,28/08/1993,,Chelsea,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Liverpool_Leeds,1993-1994,3,28/08/1993,,Liverpool,Leeds,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Norwich_Swindon,1993-1994,3,28/08/1993,,Norwich,Swindon,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Oldham_Wimbledon,1993-1994,3,28/08/1993,,Oldham,Wimbledon,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Sheffield United_Ipswich,1993-1994,3,28/08/1993,,Sheffield United,Ipswich,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Southampton_Man United,1993-1994,3,28/08/1993,,Southampton,Man United,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_West Ham_QPR,1993-1994,3,28/08/1993,,West Ham,QPR,0,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Newcastle_Blackburn,1993-1994,3,29/08/1993,,Newcastle,Blackburn,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Leeds_Oldham,1993-1994,3,30/08/1993,,Leeds,Oldham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Everton_Aston Villa,1993-1994,3,31/08/1993,,Everton,Aston Villa,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Ipswich_Newcastle,1993-1994,3,31/08/1993,,Ipswich,Newcastle,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Wimbledon_Southampton,1993-1994,3,31/08/1993,,Wimbledon,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Blackburn_Arsenal,1993-1994,3,01/09/1993,,Blackburn,Arsenal,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Coventry_Liverpool,1993-1994,3,01/09/1993,,Coventry,Liverpool,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man United_West Ham,1993-1994,3,01/09/1993,,Man United,West Ham,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_QPR_Sheffield United,1993-1994,3,01/09/1993,,QPR,Sheffield United,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Sheffield Weds_Norwich,1993-1994,3,01/09/1993,,Sheffield Weds,Norwich,3,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Swindon_Man City,1993-1994,3,01/09/1993,,Swindon,Man City,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Tottenham_Chelsea,1993-1994,3,01/09/1993,,Tottenham,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Arsenal_Ipswich,1993-1994,4,11/09/1993,,Arsenal,Ipswich,4,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Aston Villa_Coventry,1993-1994,4,11/09/1993,,Aston Villa,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Chelsea_Man United,1993-1994,4,11/09/1993,,Chelsea,Man United,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man City_QPR,1993-1994,4,11/09/1993,,Man City,QPR,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Norwich_Wimbledon,1993-1994,4,11/09/1993,,Norwich,Wimbledon,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Oldham_Everton,1993-1994,4,11/09/1993,,Oldham,Everton,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Sheffield United_Tottenham,1993-1994,4,11/09/1993,,Sheffield United,Tottenham,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Southampton_Leeds,1993-1994,4,11/09/1993,,Southampton,Leeds,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_West Ham_Swindon,1993-1994,4,11/09/1993,,West Ham,Swindon,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Liverpool_Blackburn,1993-1994,4,12/09/1993,,Liverpool,Blackburn,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Newcastle_Sheffield Weds,1993-1994,4,13/09/1993,,Newcastle,Sheffield Weds,4,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Blackburn_West Ham,1993-1994,5,18/09/1993,,Blackburn,West Ham,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Coventry_Chelsea,1993-1994,5,18/09/1993,,Coventry,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Everton_Liverpool,1993-1994,5,18/09/1993,,Everton,Liverpool,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Ipswich_Aston Villa,1993-1994,5,18/09/1993,,Ipswich,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Leeds_Sheffield United,1993-1994,5,18/09/1993,,Leeds,Sheffield United,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_QPR_Norwich,1993-1994,5,18/09/1993,,QPR,Norwich,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Sheffield Weds_Southampton,1993-1994,5,18/09/1993,,Sheffield Weds,Southampton,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Swindon_Newcastle,1993-1994,5,18/09/1993,,Swindon,Newcastle,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Tottenham_Oldham,1993-1994,5,18/09/1993,,Tottenham,Oldham,5,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man United_Arsenal,1993-1994,5,19/09/1993,,Man United,Arsenal,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Wimbledon_Man City,1993-1994,5,20/09/1993,,Wimbledon,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Arsenal_Southampton,1993-1994,6,25/09/1993,,Arsenal,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Blackburn_Sheffield Weds,1993-1994,6,25/09/1993,,Blackburn,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Chelsea_Liverpool,1993-1994,6,25/09/1993,,Chelsea,Liverpool,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Coventry_Leeds,1993-1994,6,25/09/1993,,Coventry,Leeds,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Everton_Norwich,1993-1994,6,25/09/1993,,Everton,Norwich,1,5,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Man United_Swindon,1993-1994,6,25/09/1993,,Man United,Swindon,4,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Newcastle_West Ham,1993-1994,6,25/09/1993,,Newcastle,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Oldham_Aston Villa,1993-1994,6,25/09/1993,,Oldham,Aston Villa,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Sheffield United_Man City,1993-1994,6,25/09/1993,,Sheffield United,Man City,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Ipswich_Tottenham,1993-1994,6,26/09/1993,,Ipswich,Tottenham,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Wimbledon_QPR,1993-1994,6,27/09/1993,,Wimbledon,QPR,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Aston Villa_Newcastle,1993-1994,7,02/10/1993,,Aston Villa,Newcastle,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Leeds_Wimbledon,1993-1994,7,02/10/1993,,Leeds,Wimbledon,4,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Liverpool_Arsenal,1993-1994,7,02/10/1993,,Liverpool,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Norwich_Coventry,1993-1994,7,02/10/1993,,Norwich,Coventry,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_QPR_Ipswich,1993-1994,7,02/10/1993,,QPR,Ipswich,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Sheffield Weds_Man United,1993-1994,7,02/10/1993,,Sheffield Weds,Man United,2,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Southampton_Sheffield United,1993-1994,7,02/10/1993,,Southampton,Sheffield United,3,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Swindon_Blackburn,1993-1994,7,02/10/1993,,Swindon,Blackburn,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_West Ham_Chelsea,1993-1994,7,02/10/1993,,West Ham,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Tottenham_Everton,1993-1994,7,03/10/1993,,Tottenham,Everton,3,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man City_Oldham,1993-1994,7,04/10/1993,,Man City,Oldham,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Arsenal_Man City,1993-1994,8,16/10/1993,,Arsenal,Man City,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Chelsea_Norwich,1993-1994,8,16/10/1993,,Chelsea,Norwich,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Coventry_Southampton,1993-1994,8,16/10/1993,,Coventry,Southampton,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Liverpool_Oldham,1993-1994,8,16/10/1993,,Liverpool,Oldham,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man United_Tottenham,1993-1994,8,16/10/1993,,Man United,Tottenham,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Newcastle_QPR,1993-1994,8,16/10/1993,,Newcastle,QPR,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Sheffield Weds_Wimbledon,1993-1994,8,16/10/1993,,Sheffield Weds,Wimbledon,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Swindon_Everton,1993-1994,8,16/10/1993,,Swindon,Everton,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_West Ham_Aston Villa,1993-1994,8,16/10/1993,,West Ham,Aston Villa,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Ipswich_Leeds,1993-1994,8,17/10/1993,,Ipswich,Leeds,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Blackburn_Sheffield United,1993-1994,8,18/10/1993,,Blackburn,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Aston Villa_Chelsea,1993-1994,9,23/10/1993,,Aston Villa,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Everton_Man United,1993-1994,9,23/10/1993,,Everton,Man United,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Leeds_Blackburn,1993-1994,9,23/10/1993,,Leeds,Blackburn,3,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Man City_Liverpool,1993-1994,9,23/10/1993,,Man City,Liverpool,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Norwich_West Ham,1993-1994,9,23/10/1993,,Norwich,West Ham,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Oldham_Arsenal,1993-1994,9,23/10/1993,,Oldham,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_QPR_Coventry,1993-1994,9,23/10/1993,,QPR,Coventry,5,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Sheffield United_Sheffield Weds,1993-1994,9,23/10/1993,,Sheffield United,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Tottenham_Swindon,1993-1994,9,23/10/1993,,Tottenham,Swindon,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Southampton_Newcastle,1993-1994,9,24/10/1993,,Southampton,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Wimbledon_Ipswich,1993-1994,9,25/10/1993,,Wimbledon,Ipswich,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Arsenal_Norwich,1993-1994,10,30/10/1993,,Arsenal,Norwich,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Blackburn_Tottenham,1993-1994,10,30/10/1993,,Blackburn,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Chelsea_Oldham,1993-1994,10,30/10/1993,,Chelsea,Oldham,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Ipswich_Everton,1993-1994,10,30/10/1993,,Ipswich,Everton,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Liverpool_Southampton,1993-1994,10,30/10/1993,,Liverpool,Southampton,4,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man United_QPR,1993-1994,10,30/10/1993,,Man United,QPR,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Newcastle_Wimbledon,1993-1994,10,30/10/1993,,Newcastle,Wimbledon,4,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Sheffield Weds_Leeds,1993-1994,10,30/10/1993,,Sheffield Weds,Leeds,3,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_Swindon_Aston Villa,1993-1994,10,30/10/1993,,Swindon,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Coventry_Sheffield United,1993-1994,10,31/10/1993,,Coventry,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1993-1994_West Ham_Man City,1993-1994,10,01/11/1993,,West Ham,Man City,3,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Arsenal_Aston Villa,1993-1994,11,06/11/1993,,Arsenal,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Coventry_Everton,1993-1994,11,06/11/1993,,Coventry,Everton,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Ipswich_Sheffield Weds,1993-1994,11,06/11/1993,,Ipswich,Sheffield Weds,1,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Leeds_Chelsea,1993-1994,11,06/11/1993,,Leeds,Chelsea,4,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Liverpool_West Ham,1993-1994,11,06/11/1993,,Liverpool,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_QPR_Blackburn,1993-1994,11,06/11/1993,,QPR,Blackburn,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Sheffield United_Norwich,1993-1994,11,06/11/1993,,Sheffield United,Norwich,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Southampton_Tottenham,1993-1994,11,06/11/1993,,Southampton,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Wimbledon_Swindon,1993-1994,11,06/11/1993,,Wimbledon,Swindon,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Man City_Man United,1993-1994,11,07/11/1993,,Man City,Man United,2,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Oldham_Newcastle,1993-1994,11,08/11/1993,,Oldham,Newcastle,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Aston Villa_Sheffield United,1993-1994,12,20/11/1993,,Aston Villa,Sheffield United,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Blackburn_Southampton,1993-1994,12,20/11/1993,,Blackburn,Southampton,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
1993-1994_Chelsea_Arsenal,1993-1994,12,20/11/1993,,Chelsea,Arsenal,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
1993-1994_Everton_QPR,1993-1994,12,20/11/1993,,Everton,QPR,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
